eventID,trackID,parentID,particle,time_ns,x_mm,y_mm,z_mm,energy_MeV,process,edep_MeV
0,104,78,e+,8.95074,-44.8758,-43.6307,47.5354,0.925833,conv,0.427454
0,146,135,e+,4.34022,-12.8577,-11.2533,58.3091,0,conv,1.01855
0,181,177,e+,7.24635,-39.537,45.4448,59.2024,0,conv,0.504705
0,193,175,e+,7.24861,-39.167,44.035,64.0247,0.313895,conv,0.198528
0,215,204,e+,2.47468,2.59566,-58.4008,5.49532,0,conv,0.774467
0,239,223,e+,4.45503,6.03922,-67.3805,8.51625,2.2085,conv,0.0861352
0,320,297,e+,0.663453,13.8024,-5.51014,32.9371,0.437794,conv,1.24902
0,396,392,e+,4.24556,39.6704,-53.8943,44.4073,0,conv,1.4482
0,439,407,e+,7.80206,-25.6129,-72.3094,-1.79225,0.445956,conv,0.282302
0,464,448,e+,1.64425,-23.2996,-34.1865,-3.10054,0,conv,0.587289
0,484,473,e+,1.74371,-48.1017,49.756,37.5029,0.179561,conv,0.654237
0,550,548,e+,3.87688,-16.6759,48.8118,43.0525,0,conv,0.271022
0,563,547,e+,3.92543,-4.66504,53.4521,20.223,0,conv,0.736505
0,587,574,e+,1.92885,13.904,0.0456587,47.1285,0.824101,conv,0.229403
0,690,686,e+,2.01367,9.24596,-11.0142,15.7425,0,conv,1.28575
0,720,696,e+,8.5469,8.5382,8.97437,25.3136,0,conv,0.674678
0,818,807,e+,74.5476,18.0122,-27.7253,54.699,0,conv,0.915182
0,834,828,e+,0.65878,-16.6886,3.49674,37.2264,0,conv,0.243764
0,858,845,e+,4.65883,-66.1932,16.6277,21.4237,0,conv,0.313006
0,879,865,e+,0.862358,-22.2471,-1.23423,38.0886,0,conv,0.229272
0,947,941,e+,3.0993,-2.53862,-5.75255,38.7926,0.842835,conv,1.00309
0,971,961,e+,4.09136,-1.84758,-4.39623,87.1399,0,conv,0.713257
0,984,960,e+,4.02725,-8.70211,-18.1498,70.4986,0,conv,1.2076
0,1093,1081,e+,1.47028,-8.62586,-20.2628,52.3016,0,conv,0.168778
0,1104,1100,e+,5.04148,-52.3308,32.3293,71.1275,0,conv,1.50535
0,1110,1099,e+,5.02715,-54.9815,27.4077,71.0583,0,conv,0.320389
0,1130,1128,e+,1.06699,6.79137,-11.1977,38.1471,67.9846,conv,3.75135
0,1163,1135,e+,1.07939,3.35049,-10.4439,37.3571,1.8764,conv,0.223858
0,1181,1132,e+,1.07279,5.34241,-10.8124,37.2708,28.6257,conv,1.64643
0,1193,1185,e+,1.08444,2.65651,-10.2678,35.3574,0.858591,conv,2.35841
0,1228,1219,e+,1.1375,-3.31433,-11.2331,19.4976,2.70851,conv,0.38199
0,1258,1127,e+,1.07368,9.54804,-9.13562,42.7788,51.1302,conv,0.793374
0,1291,1266,e+,1.07913,9.66746,-8.21658,44.1143,0,conv,1.01878
0,1300,1265,e+,1.10473,10.1018,-4.27831,50.6724,1.39755,conv,1.03869
0,1312,1264,e+,1.15732,6.80531,0.372321,65.5804,0.509941,conv,2.74376
0,1328,1260,e+,1.11521,11.6687,-1.97382,52.7368,0,conv,0.0675406
0,1336,1329,e+,1.39719,13.488,10.6526,136.299,0.379479,conv,2.7476
0,1375,1116,e+,1.11116,4.59282,-21.8451,28.0205,27.7883,conv,0.0692674
0,1391,1379,e+,1.13223,4.84796,-26.7464,24.0594,8.22183,conv,3.47952
0,1402,1393,e+,1.24307,-25.2314,-37.9965,32.2468,0,conv,0.762048
0,1417,1378,e+,1.14783,3.27624,-29.7177,20.6478,0,conv,2.36139
0,1436,1432,e+,1.11973,3.38728,-23.4848,27.4475,0,conv,1.76562
0,1444,1431,e+,1.19818,-3.71364,-38.15,9.42599,5.01539,conv,0.51555
0,1464,1430,e+,1.14183,2.16738,-27.7881,21.6186,0.643595,conv,2.1304
0,1492,1490,e+,1.06002,8.69888,-11.6078,39.4268,133.851,conv,0.137865
0,1515,1501,e+,1.07869,4.5281,-10.7428,43.0493,40.0389,conv,0.461371
0,1540,1519,e+,1.15957,-1.59181,-5.98211,65.6375,1.05419,conv,0.51532
0,1560,1558,e+,1.12128,-2.8481,-14.3635,42.9907,0.942984,conv,1.61055
0,1584,1516,e+,1.08507,3.06416,-10.4758,44.2454,0.77484,conv,0.400844
0,1616,1499,e+,1.06707,7.14239,-11.1281,40.7656,0,conv,1.89395
0,1625,1497,e+,1.09214,1.43339,-9.46651,45.3734,28.5409,conv,0.482335
0,1642,1633,e+,1.20021,-15.377,12.8183,60.0656,0,conv,0.508015
0,1650,1631,e+,1.17979,-23.2067,-11.1998,53.5352,0,conv,0.676351
0,1668,1626,e+,1.13002,-6.7534,-4.96808,51.8229,1.64957,conv,0.0853602
0,1690,1495,e+,1.11089,-2.19794,-7.58668,49.3119,4.66228,conv,0.114338
0,1764,1728,e+,1.11902,-1.55997,-8.34311,53.4406,0,conv,1.84637
0,1779,1489,e+,1.07281,6.0032,-9.13683,37.7012,6.0597,conv,1.86274
0,1816,1793,e+,1.09532,1.50693,-8.19466,36.019,0,conv,0.450374
0,1842,1788,e+,1.08193,4.44242,-7.00823,36.9056,5.46981,conv,2.45775
0,1867,1787,e+,1.09808,1.07864,-4.14644,34.8011,3.60406,conv,3.67904
0,1877,1868,e+,1.12721,-6.2872,-0.384353,31.9999,15.2554,conv,0.800979
0,2021,2018,e+,3.01977,-62.8868,-40.3593,89.1705,0,conv,0.567011
0,2031,2017,e+,3.02493,-47.5534,-34.9512,93.0001,0,conv,0.906639
0,2049,2040,e+,29.7869,-60.5451,-26.8476,119.479,0,conv,1.27807
0,2093,2079,e+,2.18351,-6.25126,-4.01844,55.7418,0,conv,0.368414
0,2152,2136,e+,16.0219,-62.7106,-47.3779,81.4074,0,conv,1.67898
0,2166,2164,e+,0.488738,-7.85735,2.33616,-2.53783,46.7068,conv,0.395614
0,2205,2171,e+,0.519247,-12.661,2.08028,5.21268,3.63937,conv,0.148306
0,2239,2168,e+,0.545378,-11.8679,0.900783,13.8949,0,conv,0.237329
0,2255,2167,e+,0.526914,-10.8402,1.25489,8.4499,0,conv,0.960453
0,2268,2262,e+,0.568424,-2.183,1.44154,16.9332,2.47623,conv,0.620614
0,2309,2298,e+,0.570447,-17.0762,2.48547,20.0849,8.59069,conv,0.728474
0,2351,2296,e+,0.510546,-9.57749,2.31471,3.76448,75.8654,conv,0.689052
0,2389,2380,e+,0.572419,-12.4721,5.1199,1.85917,4.53277,conv,2.7945
0,2397,2391,e+,0.594567,-13.4422,1.66073,-3.68547,0,conv,0.231873
0,2428,2370,e+,0.671808,-39.8609,-2.70717,40.7543,1.04413,conv,0.118362
0,2444,2368,e+,0.533875,-12.6703,1.28539,9.84782,0,conv,0.608216
0,2462,2364,e+,0.548861,-15.1197,-0.174682,13.3522,0.326391,conv,1.42246
0,2473,2360,e+,0.675138,-27.8375,-8.86269,47.8862,0,conv,0.651015
0,2502,2498,e+,0.514877,-9.71364,1.80606,4.95485,3.95746,conv,0.623296
0,2518,2294,e+,0.512966,-9.77125,2.27612,4.46101,2.77715,conv,2.32766
0,2549,2293,e+,0.554606,-13.5838,1.74691,16.3391,4.33754,conv,0.0189584
0,2576,2571,e+,0.631156,-21.8949,-8.22841,34.4082,0.477485,conv,2.0253
0,2599,2569,e+,0.620748,-25.8934,5.70864,31.0981,0,conv,1.05419
0,2608,2567,e+,0.576024,-15.7579,1.93697,22.3718,11.4364,conv,0.958261
0,2626,2611,e+,0.610647,-22.9521,-3.83989,26.7367,0,conv,0.714505
0,2647,2645,e+,0.594926,-17.5819,5.14296,24.124,0.444995,conv,3.15202
0,2666,2640,e+,0.634166,-21.3656,5.99886,38.279,0.63703,conv,0.383985
0,2682,2292,e+,0.540308,-12.2944,2.02537,12.2579,17.2216,conv,3.90185
0,2697,2685,e+,0.54584,-13.5264,1.35614,11.9016,0,conv,0.431564
0,2713,2709,e+,0.551185,-14.1889,1.5399,14.8424,2.04506,conv,2.26204
0,2727,2708,e+,0.616456,-20.3174,1.39578,33.618,0.226191,conv,2.32406
0,2742,2290,e+,0.502856,-8.90574,2.3747,1.55968,52.8409,conv,0.437475
0,2771,2754,e+,0.605035,-16.8136,12.2411,29.1909,1.93366,conv,0.658865
0,2808,2746,e+,0.628755,-20.8339,4.65986,37.2855,0,conv,0.735529
0,2816,2744,e+,0.582565,-17.5304,5.22246,23.6599,3.41659,conv,0.476702
0,2833,2743,e+,0.510101,-9.85895,2.6406,3.4895,0.43358,conv,1.23508
0,2860,2844,e+,0.532059,-7.52176,3.04829,9.71964,1.86936,conv,0.722694
0,2888,2289,e+,0.524151,-10.6394,2.48731,7.70104,3.72232,conv,3.00661
0,2903,2287,e+,0.503403,-8.84172,2.53703,1.6937,1.48471,conv,2.69202
0,2980,2286,e+,0.561041,-13.7497,2.9916,18.3044,3.88695,conv,0.815954
0,3008,2993,e+,0.615256,-18.2637,10.0392,32.2038,3.83598,conv,0.0176854
0,3026,2163,e+,0.497304,-7.80189,2.6229,0.0562329,1489.76,conv,0.602091
0,3095,3072,e+,0.588585,-11.7231,1.40896,26.9896,4.70821,conv,2.56277
0,3114,3110,e+,0.746462,-16.7641,-15.3374,70.9308,1.51209,conv,0.00629076
0,3124,3071,e+,0.790712,-45.8576,-24.6419,71.4854,0,conv,0.705597
0,3151,3131,e+,0.590825,-11.2729,1.15777,27.7657,21.8894,conv,2.60784
0,3199,3065,e+,0.566458,-10.0259,2.15514,20.6246,0,conv,2.81885
0,3208,3064,e+,0.552138,-9.59094,2.3068,16.3474,10.3309,conv,0.229453
0,3228,3209,e+,0.563587,-10.4326,1.31641,19.522,0,conv,4.38698
0,3254,3059,e+,0.554246,-9.05803,3.01611,17.0728,31.8438,conv,0.669158
0,3260,3258,e+,0.578992,-7.36844,-2.22386,21.9573,0.403466,conv,1.59918
0,3268,3257,e+,0.557093,-8.81591,2.98109,17.8784,1.754,conv,0.282713
0,3282,3256,e+,0.59311,-9.1329,3.46183,28.7146,20.012,conv,2.66061
0,3322,3255,e+,0.573523,-9.477,3.251,22.8281,0,conv,1.90562
0,3342,3331,e+,0.64008,-23.6397,10.0457,36.1544,0,conv,0.44778
0,3372,3054,e+,0.558956,-8.94992,1.45042,18.2371,0,conv,0.189036
0,3381,3053,e+,0.542998,-8.70839,3.01733,13.7137,9.90074,conv,0.388575
0,3393,3384,e+,0.618867,-1.95248,14.7804,31.9289,2.4565,conv,3.29965
0,3431,3051,e+,0.613286,-9.82541,3.13568,34.756,6.80523,conv,0.194544
0,3444,3050,e+,0.549602,-9.09469,2.88906,15.6754,1.44889,conv,0.132217
0,3475,3049,e+,0.532909,-8.72657,2.85809,10.6819,0.775608,conv,0.309495
0,3497,3047,e+,0.555254,-9.24519,2.99382,17.3638,91.1409,conv,0.106029
0,3532,3505,e+,0.586175,-8.94994,3.00598,26.5778,0,conv,1.67719
0,3539,3504,e+,0.573478,-9.5493,3.22609,22.8027,6.09346,conv,2.65241
0,3583,3503,e+,0.565804,-9.67792,3.11942,20.4905,5.12712,conv,0.850173
0,3592,3584,e+,0.606866,-16.9672,5.85511,30.0109,3.87241,conv,0.59751
0,3641,3639,e+,0.579642,-9.20782,1.20529,24.1434,1.43909,conv,0.709248
0,3679,3629,e+,0.614175,-11.2189,2.84956,34.9097,0,conv,0.997539
0,3704,3046,e+,0.534433,-8.73257,2.83824,11.1443,23.4845,conv,0.00319397
0,3716,3709,e+,0.551734,-8.59654,4.06098,16.0763,5.5473,conv,0.409969
0,3795,3044,e+,0.518204,-8.37677,2.80817,6.29197,165.043,conv,0.812401
0,3833,3823,e+,0.68122,15.1161,20.4559,35.6096,2.40814,conv,1.05534
0,3845,3843,e+,0.814626,26.0682,13.358,73.2972,0,conv,1.31787
0,3860,3819,e+,0.591439,-14.362,4.77698,27.1879,16.5847,conv,2.02331
0,3875,3866,e+,0.672418,-32.9765,5.79809,41.5528,0,conv,1.49101
0,3907,3815,e+,0.564293,-11.771,3.30022,19.5959,4.65787,conv,0.0522441
0,3927,3814,e+,0.600986,-14.972,3.73828,30.105,0.988722,conv,0.187028
0,3970,3805,e+,0.539432,-9.28883,3.19995,12.5584,1.44332,conv,0.326408
0,3979,3804,e+,0.56531,-11.6214,1.2725,19.6202,0,conv,0.382881
0,3991,3802,e+,0.683094,-13.3494,9.13308,55.0425,0.376735,conv,2.4925
0,4007,3798,e+,0.584979,-10.4685,3.94874,26.1668,7.09088,conv,2.74834
0,4030,3796,e+,0.600094,-10.6482,2.49907,30.731,0,conv,0.470277
0,4060,4055,e+,0.572423,-13.1959,4.29273,19.7198,0.692427,conv,0.771052
0,4071,4054,e+,0.605165,-12.3229,-6.02358,30.2376,0,conv,0.956336
0,4080,4043,e+,0.546149,-8.41994,0.223937,14.1761,1.47022,conv,1.69703
0,4087,4042,e+,0.565153,-8.10274,-1.72989,19.5386,2.59349,conv,0.226079
0,4121,4041,e+,0.565301,-8.10006,1.24245,20.3155,1.06223,conv,1.34465
0,4130,4039,e+,0.569858,-7.34657,0.936077,21.6258,7.57803,conv,0.667021
0,4157,4038,e+,0.591034,-5.10562,0.670457,27.7586,0,conv,0.544044
0,4172,3043,e+,0.515593,-8.30907,2.80682,5.51208,12.3067,conv,0.0666456
0,4185,4177,e+,0.580771,-13.6701,12.0849,21.444,0,conv,2.34858
0,4228,3040,e+,0.528528,-8.73235,2.98145,9.3631,21.2337,conv,0.259068
0,4253,4233,e+,0.549631,-13.2281,3.86345,12.5521,0.489249,conv,2.72438
0,4270,3038,e+,0.51457,-8.29953,2.80014,5.20509,108.562,conv,0.330367
0,4292,4286,e+,0.545033,-11.2363,6.90677,6.27919,1.06039,conv,0.632015
0,4311,4283,e+,0.5661,-9.16604,13.731,3.72978,1.48383,conv,0.0448926
0,4331,4281,e+,0.544153,-8.84477,8.08797,7.36199,4.47877,conv,1.03782
0,4377,4274,e+,0.52435,-8.70342,2.94861,8.10505,14.1254,conv,0.0502876
0,4390,4379,e+,0.528709,-9.07439,2.78323,9.33701,3.26532,conv,0.831668
0,4417,4408,e+,0.617755,-14.635,25.407,23.3464,0,conv,0.338642
0,4429,4272,e+,0.735562,-15.9438,6.2486,70.9204,3.0543,conv,1.11223
0,4469,4447,e+,0.533334,-7.97156,3.48434,10.7295,18.7021,conv,3.16067
0,4513,4445,e+,0.546136,-8.44245,3.08693,14.6599,9.39425,conv,0.0907535
0,4520,4515,e+,0.614424,-16.6863,-0.571473,33.0223,2.51773,conv,2.83056
0,4536,4444,e+,0.574232,-8.68708,2.5662,23.0842,33.7902,conv,1.48076
0,4562,4540,e+,0.595075,-11.5483,1.42802,28.4727,1.35414,conv,3.33609
0,4602,4537,e+,0.680079,-17.5186,1.89822,53.5527,1.47163,conv,0.413457
0,4629,4619,e+,0.741581,22.5278,1.32028,61.4694,0,conv,0.582361
0,4683,4441,e+,0.541658,-8.48351,2.79473,13.3172,0,conv,1.10843
0,4711,3037,e+,0.515996,-8.31695,2.82635,5.6321,30.4225,conv,0.755515
0,4741,4720,e+,0.56789,1.94453,-0.988805,14.6318,0,conv,0.361641
0,4780,3036,e+,0.517349,-8.3761,2.83487,6.03382,6.41069,conv,0.259403
0,4797,4795,e+,0.612283,4.21069,5.28839,31.2409,6.58696,conv,0.171447
0,4828,4794,e+,0.554349,-9.08202,3.84087,17.0543,0,conv,0.34343
0,4848,4837,e+,0.634287,-20.1916,9.67372,37.3949,0,conv,1.23884
0,4898,4880,e+,0.623053,-23.7234,-4.60608,32.0374,0,conv,1.50892
0,4924,4871,e+,0.524693,-8.80971,3.30332,8.15275,25.6958,conv,1.68539
0,4938,4926,e+,0.601998,-10.0849,7.81296,30.8202,6.55724,conv,2.11405
0,4964,4867,e+,0.513961,-8.20733,2.88513,5.00673,3.86665,conv,0.312252
0,5000,3033,e+,0.520928,-8.51679,2.82278,7.09912,72.9205,conv,2.30379
0,5030,5008,e+,0.565261,-13.7825,1.39382,19.189,3.44312,conv,1.04922
0,5057,5051,e+,0.642325,-26.8751,-13.8677,15.5817,0,conv,0.595656
0,5072,5047,e+,0.585351,-16.5462,-0.814454,24.0482,0,conv,0.9338
0,5139,5118,e+,0.541065,-7.52447,2.88675,12.3978,4.07998,conv,0.548534
0,5152,5117,e+,0.545582,-6.86618,3.30813,13.524,0,conv,0.135424
0,5171,5110,e+,0.55152,-8.26815,2.8763,16.2723,2.22706,conv,1.93982
0,5180,5173,e+,0.615038,-10.9159,8.09706,34.3856,0.657392,conv,0.127846
0,5211,3031,e+,0.505357,-8.03267,2.71427,2.45724,13.7273,conv,0.868903
0,5273,5246,e+,0.512664,-8.68716,3.09103,4.32926,0,conv,0.627092
0,5281,5244,e+,0.526421,-10.1093,1.84343,8.27267,0.354902,conv,0.991746
0,5311,3027,e+,0.510928,-8.18645,2.82315,4.11724,2.34446,conv,0.235107
0,5354,5352,e+,0.54783,-6.44246,2.37966,14.8281,4.71927,conv,0.00789872
0,5379,5350,e+,0.556462,-10.3357,4.49719,17.4894,0,conv,0.119688
0,5416,5411,e+,0.538432,-11.3205,1.45688,11.6025,11.2947,conv,1.50704
0,5442,5417,e+,0.559566,-14.3086,-2.61341,15.4216,0,conv,1.64205
0,5460,5409,e+,0.565149,-14.6675,1.98968,19.0017,4.21397,conv,3.83573
0,5506,5402,e+,0.641907,-19.6948,-3.41844,41.1985,0,conv,2.06728
0,5530,5394,e+,0.538002,-9.89436,3.84211,12.0061,2.23391,conv,1.37025
0,5542,5391,e+,0.555916,-9.45917,2.87684,17.5471,18.3091,conv,0.321053
0,5573,5390,e+,0.514925,-8.28516,2.57096,5.29855,0.73116,conv,3.63078
0,5598,5584,e+,0.527868,-9.01794,3.98565,7.63768,0,conv,0.233903
0,5628,5626,e+,0.832884,3.31182,8.26238,1.27351,40.4186,conv,0.423346
0,5647,5631,e+,0.839142,3.90632,9.54722,0.0805247,1.1136,conv,3.10436
0,5665,5662,e+,0.878224,12.669,15.2262,7.00351,0,conv,1.99762
0,5674,5660,e+,0.841239,4.04293,9.51278,-0.768406,9.78906,conv,3.68096
0,5684,5677,e+,0.887387,14.9231,1.5821,1.91013,0,conv,0.0925666
0,5701,5625,e+,0.913697,-12.1533,-12.0835,-1.50683,44.4115,conv,1.88108
0,5716,5707,e+,0.92928,-13.3814,-16.2323,-2.75753,0,conv,1.70621
0,5740,5728,e+,1.04098,-13.0168,-48.1228,3.20198,2.11704,conv,0.879992
0,5777,5760,e+,0.925499,-14.7504,-14.3292,-2.40458,4.81435,conv,0.475839
0,5796,5794,e+,0.488637,-8.94125,3.21404,-3.47228,101.287,conv,1.16726
0,5814,5806,e+,0.516012,-14.8053,5.97421,1.41313,18.5524,conv,1.55675
0,5854,5852,e+,0.552444,-21.5245,7.02974,9.97975,4.0694,conv,0.0415404
0,5885,5804,e+,0.532542,-19.7131,7.55035,2.67513,0,conv,1.96442
0,5904,5891,e+,0.572077,-29.1691,12.414,7.83108,0,conv,1.68238
0,5916,5801,e+,0.66473,-52.9709,22.209,18.5956,6.66241,conv,1.13402
0,5933,5800,e+,0.50809,-13.8068,5.31394,-1.04778,5.05745,conv,0.105174
0,5946,5936,e+,0.524041,-16.8305,2.44783,-2.91306,0,conv,0.022921
0,5976,5965,e+,0.501914,-12.0757,4.4705,-1.37094,62.0544,conv,0.591482
0,6004,5987,e+,0.530792,-17.9566,4.52127,4.75366,7.70438,conv,1.44962
0,6031,5985,e+,0.519695,-16.1549,4.41682,2.10886,0.571168,conv,0.498827
0,6050,5981,e+,0.541535,-21.209,3.84483,6.26604,0.803129,conv,1.94022
0,6069,5979,e+,0.542119,-21.1233,3.38207,6.54619,0,conv,0.780509
0,6081,5978,e+,0.638882,-45.3851,11.345,21.5266,0.751697,conv,2.97923
0,6112,5962,e+,0.499192,-11.3346,4.35125,-1.74957,0,conv,0.756703
0,6125,5961,e+,0.498665,-11.2251,4.21136,-1.7946,1.4906,conv,0.913852
0,6196,6185,e+,2.21629,7.91622,1.03268,55.7413,0,conv,0.696071
0,6269,6263,e+,0.661672,-4.75021,-9.49753,37.9659,0,conv,2.13518
0,6374,6346,e+,0.813828,-28.0343,12.9289,64.1184,0,conv,1.24811
0,6406,6404,e+,0.740042,-6.86612,5.9115,56.7653,4.33574,conv,2.33642
0,6447,6429,e+,0.828376,-7.52272,12.9026,82.2872,0,conv,1.09179
0,6462,6426,e+,0.762472,-7.46874,6.02857,63.4607,10.2114,conv,0.572072
0,6476,6403,e+,0.773226,-10.2326,16.3166,46.8409,91.2011,conv,2.1666
0,6536,6488,e+,0.811806,-13.6557,26.35,42.4483,0,conv,1.76362
0,6549,6487,e+,0.822306,-15.5643,27.3382,38.7719,10.5718,conv,1.7169
0,6606,6482,e+,0.793935,-12.3217,21.1583,43.6312,4.1311,conv,0.294097
0,6146,37,pi-,0.657294,-6.87511,-7.78705,39.8513,153.486,protonInelastic,29.2788
0,6737,6735,e+,9.28002,-4.55338,4.85016,45.9798,0,conv,0.478077
0,6790,6785,e+,4.73679,50.2038,-0.56779,72.6552,0.921742,conv,1.14542
0,6824,6822,e+,3.41162,43.0898,14.5865,30.4417,0,conv,0.478093
0,6830,6821,e+,3.44688,41.3528,8.41265,43.3962,0,conv,1.26293
0,6839,6837,e+,0.747041,-16.5946,-13.343,60.6558,8.14355,conv,4.59422
0,6895,6868,e+,0.847764,-37.5354,-14.5898,82.1138,6.41979,conv,0.880026
0,6926,6862,e+,0.784235,-24.1237,-16.3427,68.2601,10.5755,conv,2.22731
0,6950,6859,e+,0.925975,-47.6016,-33.3614,99.5714,2.85055,conv,1.46487
0,6964,6858,e+,0.756264,-18.2782,-14.6915,62.3854,0,conv,0.643244
0,6971,6836,e+,0.730122,-14.9795,-5.23712,50.1033,14.9232,conv,0.596442
0,7017,7003,e+,0.770205,-9.82824,-4.83163,42.9867,0.741248,conv,3.01326
0,7033,6997,e+,0.79103,-19.4415,-7.58246,32.8018,2.37382,conv,4.09487
0,7065,6991,e+,0.772812,-23.9242,0.425898,42.9217,1.57189,conv,2.44895
0,7085,7083,e+,0.485342,-7.24369,2.28986,-3.51588,466.936,conv,0.180894
0,7124,7102,e+,0.522479,-6.30249,1.09512,7.50676,29.6647,conv,2.56641
0,7193,7186,e+,0.555467,-3.63729,1.38637,14.9499,0,conv,0.68433
0,7221,7099,e+,0.516852,-5.99096,1.47266,5.78893,12.6747,conv,4.16741
0,7226,7224,e+,0.530649,-2.97262,1.34754,8.26921,1.50859,conv,1.76028
0,7247,7098,e+,0.613323,-1.01755,-1.35489,34.1268,0,conv,1.45462
0,7267,7095,e+,0.504856,-6.88738,1.68003,2.28671,0,conv,0.249299
0,7275,7093,e+,0.521026,-6.85961,1.31817,7.11051,0.448186,conv,1.95902
0,7287,7092,e+,0.585648,-1.2313,-4.06101,24.1609,0,conv,0.668923
0,7299,7089,e+,0.488293,-7.13812,2.2309,-2.63946,158.954,conv,0.0635832
0,7327,7308,e+,0.508302,-6.23787,1.02783,3.16448,51.4774,conv,0.373657
0,7367,7329,e+,0.525085,-4.55997,0.65698,7.88769,15.7727,conv,1.43171
0,7412,7306,e+,0.589943,-8.81425,9.01254,25.9183,0,conv,0.293658
0,7423,7421,e+,0.547162,-6.86173,6.07742,13.0196,1.88611,conv,0.172142
0,7438,7304,e+,0.502126,-6.5698,1.62704,1.42318,10.1801,conv,0.263362
0,7465,7461,e+,0.517412,-6.50993,1.75909,5.92855,9.77445,conv,2.74011
0,7483,7460,e+,0.592506,-3.75982,4.0489,28.1578,2.86205,conv,0.146667
0,7502,7494,e+,0.628318,1.882,4.16427,37.2856,0,conv,0.835011
0,7526,7300,e+,0.490885,-7.03495,2.18489,-1.87039,89.6657,conv,0.673805
0,7556,7539,e+,0.52487,-5.88348,2.31362,8.14693,1.52872,conv,0.618438
0,7568,7538,e+,0.53252,-4.91944,-0.164139,9.84275,1.04343,conv,2.83734
0,7585,7534,e+,0.51125,-6.24206,2.40151,4.18287,1.22916,conv,2.75682
0,7608,7602,e+,0.566976,6.68837,-5.28905,6.67066,0.598978,conv,0.1484
0,7633,7530,e+,0.503673,-6.36713,2.14701,1.90901,7.43698,conv,0.282699
0,7676,7666,e+,0.556487,-10.2463,-15.5589,2.5221,0,conv,0.526135
0,7692,7665,e+,0.509519,-7.15212,-1.83455,1.18967,0,conv,1.09663
0,7721,7710,e+,0.719685,18.2211,-34.5607,50.3269,0,conv,1.24205
0,7738,7734,e+,0.79808,39.5174,-28.9157,48.6388,0,conv,0.515687
0,7762,7755,e+,0.497589,-5.78954,1.73909,-0.188228,20.2836,conv,1.35413
0,7804,7082,e+,0.483847,-7.55787,2.32359,-3.97396,70.8166,conv,1.27414
0,7823,7815,e+,0.579619,-19.3198,-15.5903,7.20134,5.8025,conv,0.472309
0,7857,7806,e+,0.511331,-9.09068,2.13033,4.11887,16.126,conv,7.95354
0,7937,7916,e+,0.522356,-11.0091,1.36235,6.97813,49.5815,conv,1.45279
0,7957,7946,e+,0.541983,-8.71301,2.62169,10.3749,0,conv,1.2928
0,7964,7945,e+,0.536772,-10.5653,1.15949,11.0443,9.21862,conv,0.478722
0,8015,7939,e+,0.543873,-12.8682,-0.0985153,12.9783,1.28006,conv,0.0710461
0,8041,7914,e+,0.506485,-9.74971,1.89542,2.42103,14.0412,conv,0.855595
0,8055,8044,e+,0.576661,-11.3193,3.60615,23.3198,0.529682,conv,0.638938
0,8083,7912,e+,0.51436,-10.3839,1.63289,4.67366,0.413334,conv,0.248867
0,8100,7911,e+,0.525403,-11.3679,1.29827,7.82032,0,conv,0.094566
0,8122,7903,e+,0.518382,-10.9258,1.5076,5.77506,11.3685,conv,3.79817
0,8147,7900,e+,0.527618,-11.3146,1.88556,8.58463,0,conv,1.1504
0,8166,7897,e+,0.490989,-8.10875,2.18467,-1.91287,1.36838,conv,3.34335
0,8180,7896,e+,0.514457,-9.81412,1.60329,4.83298,1.031,conv,0.148032
0,8214,8198,e+,0.506395,-3.36976,1.26408,-1.37133,0,conv,0.178446
0,8255,8231,e+,0.568189,-3.48619,-2.75761,10.3599,0,conv,2.51266
0,8272,8265,e+,2.58084,30.9921,-36.4881,10.3904,0,conv,0.215113
0,8279,8263,e+,2.52482,34.089,-18.0107,-0.935554,0,conv,0.648871
0,8373,8371,e+,1.41467,-36.2581,0.765135,65.6462,0,conv,1.24544
0,8408,8383,e+,2.95364,-11.7287,15.2157,50.9241,0,conv,0.419546
0,8434,8420,e+,6.98846,-42.1186,32.9276,51.1689,0,conv,0.8265
0,8465,8448,e+,0.865745,28.3163,-31.0545,-3.72723,0,conv,0.388469
0,8479,8474,e+,1.74236,-5.62881,-9.10728,20.3649,0,conv,0.449195
0,8489,8473,e+,1.76302,-25.0861,-2.83768,8.9629,2.1082,conv,0.0825712
0,8565,8554,e+,0.744687,-13.7544,-22.0915,42.5521,0,conv,2.2279
0,8572,8553,e+,0.757914,-22.9802,-21.7751,39.2721,0,conv,0.991282
0,8583,8579,e+,3.21325,-7.65478,-45.0441,34.2524,2.10127,conv,0.749708
0,8592,8578,e+,3.26059,-4.15501,-30.4224,39.4095,1.24033,conv,0.0645521
0,8629,8625,e+,3.93438,-42.6363,-45.3796,3.33984,0.87784,conv,1.14202
0,8663,8647,e+,1.02043,-28.4302,16.2691,63.4859,0.197529,conv,0.214181
0,8711,8698,e+,0.839891,-23.7944,-14.5861,44.1885,0,conv,1.57163
0,8756,8721,e+,9.47374,-41.6943,-44.0655,40.9379,0,conv,0.0742791
0,8774,8764,e+,4.36499,3.14945,-10.0137,59.1629,0.0976681,conv,0.148684
0,8193,35,pi-,0.5132,-9.80648,2.86753,-4.99653,77.4569,pi+Inelastic,12.8817
0,8812,8810,e+,0.502615,-8.38739,2.44883,1.59411,1084.15,conv,1.04022
0,8879,8841,e+,0.594833,-12.2897,2.23469,28.8792,0,conv,1.66784
