eventID,trackID,parentID,particle,time_ns,x_mm,y_mm,z_mm,energy_MeV,edep_MeV,
0,1,0,proton,0.063362,-7.3902,2.35502,-130.005,100000,hIoni,0.00324188
0,1,0,proton,0.110936,-7.3902,2.35502,-115.744,100000,hIoni,0.00308654
0,1,0,proton,0.278427,-7.3902,2.35502,-65.5332,100000,hIoni,0.0101347
0,1,0,proton,0.630463,-7.39005,2.35495,40,100000,Transportation,0.0197419
0,1,0,proton,0.631498,-7.39005,2.35495,40.3101,0,protonInelastic,1.34469
0,82,1,gamma,0.633348,-7.19149,1.94021,40,0.176213,Transportation,0
0,82,1,gamma,1.08809,41.6127,-100,-36.2332,0.176213,Transportation,0
0,82,1,gamma,1.1773,51.1878,-120,-51.1897,0.176213,Transportation,0
0,81,1,gamma,0.635807,-8.65861,2.15775,40.4551,0,phot,0.076115
0,83,81,e-,0.635895,-8.6817,2.15064,40.4592,0,eIoni,0.867602
0,80,1,neutron,0.653994,-7.25052,2.29218,40,1.23775,Transportation,0
0,80,1,neutron,14.4354,78.2274,-36.1635,-150,1.23775,Transportation,0
0,80,1,neutron,16.6114,91.7239,-42.2354,-180,1.23775,Transportation,0
0,79,1,gamma,0.67238,-18.1496,7.46678,43.1941,0.736512,compt,0
0,79,1,gamma,0.680754,-18.5129,9.56759,41.8691,0,phot,0.003175
0,85,79,e-,0.680824,-18.5196,9.58511,41.8652,0,eIoni,0.733337
0,84,79,e-,0.673393,-18.4186,7.5789,43.2777,8.87441,eBrem,0.854405
0,84,79,e-,0.675267,-18.8642,7.90461,43.3778,5.62372,eBrem,1.92606
0,84,79,e-,0.676645,-18.9515,8.08104,43.7396,1.77863,eIoni,3.84509
0,84,79,e-,0.676886,-19.0215,8.08411,43.7328,0.249908,eBrem,0.900243
0,84,79,e-,0.676904,-19.0221,8.08793,43.7324,0,eIoni,0.249908
0,88,84,gamma,0.678957,-18.9237,8.50942,43.2913,0.236968,compt,0
0,88,84,gamma,0.679777,-19.0869,8.34294,43.2135,0.236968,Rayl,0
0,88,84,gamma,0.69052,-21.2342,7.12037,41.1476,0,phot,0.076115
0,90,88,e-,0.69053,-21.2361,7.11978,41.1474,0,eIoni,0.160853
0,89,88,e-,0.678988,-18.9211,8.51546,43.2875,0,eIoni,0.391508
0,87,84,gamma,0.676585,-18.9384,8.06877,43.7296,0,phot,0.076115
0,91,87,e-,0.676732,-18.9348,8.07912,43.7702,0,eIoni,1.24852
0,86,84,gamma,0.684304,-21.3028,9.06237,43.7014,0,phot,0.076115
0,92,86,e-,0.684362,-21.3177,9.06686,43.7031,0,eIoni,0.637547
0,78,1,proton,0.634381,-7.2879,2.33173,40.2606,0.7385,hIoni,7.80863
0,78,1,proton,0.634673,-7.28585,2.33095,40.258,0,hIoni,0.7385
0,77,1,neutron,0.650152,-7.1435,2.57166,40,3.07837,Transportation,0
0,77,1,neutron,8.75707,100,96.7498,-94.7859,3.07837,Transportation,0
0,77,1,neutron,10.2704,120,114.33,-119.946,3.07837,Transportation,0
0,76,1,neutron,0.632266,-7.4142,2.35054,40.329,8.59556,hadElastic,0.0172039
0,76,1,neutron,1.8137,-53.2545,-10.3115,41.9151,8.58643,hadElastic,0.00913012
0,76,1,neutron,2.07149,-63.279,-8.79413,44.1265,0,neutronInelastic,0
0,100,76,gamma,2.10836,-73.6639,-5.34178,45.696,0,phot,0.076115
0,101,100,e-,2.10839,-73.6665,-5.33705,45.6992,0,eIoni,0.344081
0,99,76,gamma,2.08498,-65.649,-11.8099,45.4157,0.319822,compt,0
0,99,76,gamma,2.09041,-67.2191,-11.4006,45.3008,0.264173,compt,0
0,99,76,gamma,2.09972,-68.6992,-10.3068,43.2012,0,phot,0.076115
0,104,99,e-,2.09973,-68.697,-10.3056,43.2009,0,eIoni,0.188058
0,103,99,e-,2.09041,-67.2193,-11.4006,45.3011,0,eIoni,0.0556496
0,102,99,e-,2.085,-65.649,-11.8128,45.4169,0,eIoni,0.216347
0,98,76,gamma,2.08441,-66.4397,-9.5432,46.2368,0,phot,0.076115
0,105,98,e-,2.08444,-66.4475,-9.54686,46.2403,0.129271,eBrem,0.17597
0,105,98,e-,2.08445,-66.447,-9.54732,46.2416,0,eIoni,0.129271
0,106,105,gamma,2.08458,-66.4323,-9.52028,46.2671,0,phot,0.076115
0,107,106,e-,2.08458,-66.4321,-9.51988,46.2673,0,eIoni,0.067373
0,97,76,gamma,2.07866,-63.5066,-10.8766,43.6392,0,phot,0.076115
0,108,97,e-,2.07868,-63.5099,-10.8811,43.6387,0,eIoni,0.318961
0,96,76,gamma,2.08878,-66.4513,-5.6934,41.4447,4.22929,compt,0
0,96,76,gamma,2.09798,-68.1061,-3.93393,40.1084,0,phot,0.076115
0,110,96,e-,2.09822,-68.1286,-3.8819,40.0589,4.01039,msc,0.142793
0,110,96,e-,2.09843,-68.116,-3.83282,40.0198,3.85488,msc,0.155508
0,110,96,e-,2.09852,-68.1122,-3.81358,40,3.723,Transportation,0.13188
0,110,96,e-,2.20411,-56.9396,17.1216,19.3912,3.71884,eIoni,0.00314999
0,110,96,e-,2.61674,-9.34353,100,-57.709,3.70335,Transportation,0.0154841
0,110,96,e-,2.72722,3.36877,120,-80.4962,3.6983,Transportation,0.00505132
0,111,110,e-,2.20526,-56.9382,17.107,19.3754,0,eIoni,0.0010108
0,109,96,e-,2.08878,-66.4514,-5.69359,41.4445,0,eIoni,0.0496042
0,95,76,gamma,2.0927,-65.3676,-13.1612,40,0.999276,Transportation,0
0,95,76,gamma,2.44453,-100,-85.5741,-28.4248,0.999276,Transportation,0
0,95,76,gamma,2.61179,-116.465,-120,-60.9547,0.999276,Transportation,0
0,94,76,neutron,2.71313,-56.7226,-11.152,50.8599,1.18111,hadElastic,0.0131192
0,94,76,neutron,6.0957,-74.4375,-58.6874,48.1932,1.18033,hadElastic,0.000780275
0,94,76,neutron,6.1833,-74.4621,-60,48.2694,1.18033,Transportation,0
0,94,76,neutron,8.85261,-75.2113,-100,50.5906,1.18033,Transportation,0
0,94,76,neutron,10.1873,-75.5859,-120,51.7512,1.18033,Transportation,0
0,93,76,Ir191[171.29000],2.07149,-63.279,-8.79413,44.1265,0,ionIoni,0.0664442
0,75,1,neutron,1.43599,-3.97368,-2.23792,49.5595,0,neutronInelastic,0
0,119,75,gamma,1.43599,-3.97355,-2.23778,49.5596,0,phot,0.076115
0,120,119,e-,1.43599,-3.97334,-2.23738,49.5602,0,eIoni,0.0848944
0,118,75,gamma,1.4361,-3.95268,-2.22322,49.582,0,phot,0.076115
0,121,118,e-,1.4361,-3.95225,-2.22275,49.582,0,eIoni,0.0769641
0,117,75,gamma,1.43755,-3.59137,-2.48843,49.6585,0,phot,0.076115
0,122,117,e-,1.43756,-3.59068,-2.49074,49.6571,0,eIoni,0.200604
0,116,75,gamma,1.48457,-9.01077,-8.4079,61.7537,0.588752,compt,0
0,116,75,gamma,1.52209,-10.1205,-1.85594,70.8275,0.278966,compt,0
0,116,75,gamma,1.52836,-8.91589,-0.583495,70.1404,0,phot,0.076115
0,125,116,e-,1.52838,-8.91463,-0.580962,70.1405,0,eIoni,0.202851
0,124,116,e-,1.52211,-10.1225,-1.85465,70.8323,0,eIoni,0.309786
0,123,116,e-,1.48467,-9.02057,-8.42841,61.7705,0,eIoni,0.956286
0,115,75,gamma,1.43816,-4.43622,-2.3698,49.1189,0.974253,compt,0
0,115,75,gamma,1.44004,-4.89105,-2.55862,48.8485,0,phot,0.076115
0,127,115,e-,1.44013,-4.89733,-2.58126,48.8379,0,eIoni,0.898138
0,126,115,e-,1.43817,-4.43613,-2.36958,49.1185,0,eIoni,0.065174
0,114,75,gamma,1.47954,-13.3504,-9.57202,44.1959,0.8112,compt,0
0,114,75,gamma,1.48173,-13.8312,-9.40009,43.7838,0,phot,0.076115
0,129,114,e-,1.4818,-13.8503,-9.39756,43.783,0,eIoni,0.735085
0,128,114,e-,1.47966,-13.3682,-9.60139,44.1896,0,eIoni,1.10292
0,113,75,gamma,1.46934,-8.28377,-4.07662,40.7259,0.640659,compt,0
0,113,75,gamma,1.47525,-9.26494,-2.79207,40,0.640659,Transportation,0
0,113,75,gamma,1.94822,-87.7798,100,-18.0883,0.640659,Transportation,0
0,113,75,gamma,2.04024,-103.056,120,-29.3904,0.640659,Transportation,0
0,130,113,e-,1.46949,-8.29592,-4.0975,40.6892,0,eIoni,1.28842
0,112,75,Ir194,1.43599,-3.97368,-2.23792,49.5595,0,ionIoni,0.00536622
0,74,1,neutron,1.02032,-7.92321,-10.7815,52.3582,0,neutronInelastic,0
0,141,74,gamma,1.08695,-7.92323,-10.7826,52.3596,0,phot,0.076115
0,142,141,e-,1.08696,-7.92289,-10.7827,52.3599,0,eIoni,0.062901
0,140,74,gamma,1.05846,-0.349236,-7.56346,57.6585,0.324333,compt,0
0,140,74,gamma,1.05909,-0.305735,-7.52798,57.8372,0,phot,0.076115
0,144,140,e-,1.05911,-0.303679,-7.52833,57.8404,0,eIoni,0.248218
0,143,140,e-,1.05847,-0.348867,-7.56335,57.6584,0,eIoni,0.058666
0,139,74,gamma,1.02919,-10.465,-11.44,52.7882,0,phot,0.076115
0,145,139,e-,1.02923,-10.4739,-11.4408,52.7869,0,eIoni,0.437509
0,138,74,gamma,1.03451,-7.56533,-6.83669,53.9109,0,phot,0.076115
0,146,138,e-,1.03456,-7.56548,-6.82453,53.9118,0,eIoni,0.538746
0,137,74,gamma,1.03284,-10.2402,-10.7244,49.4051,0.316654,compt,0
0,137,74,gamma,1.03592,-10.6964,-9.97832,49.7016,0,phot,0.076115
0,148,137,e-,1.03594,-10.6969,-9.97475,49.7022,0,eIoni,0.240539
0,147,137,e-,1.03288,-10.2437,-10.7271,49.3973,0,eIoni,0.436644
0,136,74,gamma,1.03124,-4.7321,-11.4038,52.7366,0,phot,0.076115
0,149,136,e-,1.03125,-4.73125,-11.4041,52.74,0,eIoni,0.233552
0,135,74,gamma,1.06444,1.4562,-19.4543,48.9296,1.56884,compt,0
0,135,74,gamma,1.07102,1.9564,-20.9032,47.686,0.902169,compt,0
0,135,74,gamma,1.09705,-1.45385,-26.1879,43.0673,0.433646,compt,0
0,135,74,gamma,1.09714,-1.47306,-26.1996,43.0784,0.227445,compt,0
0,135,74,gamma,1.09827,-1.32651,-26.4886,42.9761,0,phot,0.076115
0,154,135,e-,1.09828,-1.32516,-26.4898,42.9759,0,eIoni,0.15133
0,153,135,e-,1.09715,-1.47555,-26.1996,43.0799,0,eIoni,0.206201
0,152,135,e-,1.09709,-1.45458,-26.1928,43.0586,0,eIoni,0.468523
0,151,135,e-,1.07108,1.96883,-20.9117,47.6789,0,eIoni,0.666668
0,150,135,e-,1.06469,1.52128,-19.4892,48.933,0.497122,eBrem,1.18518
0,150,135,e-,1.06473,1.51986,-19.4804,48.9393,0,eIoni,0.497122
0,155,150,gamma,1.06541,1.3735,-19.6402,48.8845,0,phot,0.076115
0,156,155,e-,1.06542,1.37298,-19.6402,48.8841,0,eIoni,0.0780862
0,134,74,gamma,1.03055,-10.0625,-12.8773,53.0199,0,phot,0.076115
0,157,134,e-,1.03079,-10.1181,-12.9115,53.0422,1.11537,eBrem,0.303734
0,157,134,e-,1.03091,-10.0989,-12.9189,53.0132,0,eIoni,1.11537
0,158,157,gamma,1.03351,-9.39955,-13.2979,53.0785,0,phot,0.076115
0,159,158,e-,1.03353,-9.3949,-13.3007,53.0764,0,eIoni,0.326078
0,133,74,gamma,1.04854,-4.01265,-12.0189,44.9571,0.374981,compt,0
0,133,74,gamma,1.05035,-4.49151,-12.2192,44.8004,0,phot,0.013422
0,161,133,e-,1.05038,-4.49594,-12.2234,44.7976,0,eIoni,0.361559
0,160,133,e-,1.0486,-4.00252,-12.0201,44.944,0.955862,eBrem,0.0444824
0,160,133,e-,1.0487,-3.98805,-12.0268,44.9206,0,eIoni,0.955862
0,162,160,gamma,1.06575,-5.21919,-12.7224,40,0.580182,Transportation,0
0,162,160,gamma,1.72461,-51.9769,-39.7135,-150,0.580182,Transportation,0
0,162,160,gamma,1.82864,-59.3598,-43.9752,-180,0.580182,Transportation,0
0,132,74,neutron,2.93265,-11.2572,-25.8381,76.7488,1.1792,hadElastic,0.0132859
0,132,74,neutron,7.34817,-75,-7.90482,74.4298,1.1792,Transportation,0
0,132,74,neutron,9.07995,-100,-0.871355,73.5203,1.1792,Transportation,0
0,132,74,neutron,10.4654,-120,4.75542,72.7927,1.1792,Transportation,0
0,131,74,Ir193,1.08695,-7.92321,-10.7815,52.3582,0,ionIoni,0.0275286
0,73,1,neutron,0.661175,-7.77074,1.97909,40,2.27771,Transportation,0
0,73,1,neutron,7.85089,-100,-89.0783,-35.1381,2.27771,Transportation,0
0,73,1,neutron,9.40999,-120,-108.824,-51.4318,2.27771,Transportation,0
0,72,1,proton,0.635015,-7.27969,2.4884,40.2685,6.58193,hIoni,7.09809
0,72,1,proton,0.637238,-7.2262,2.54131,40.2494,0,hIoni,6.58193
0,71,1,neutron,0.648647,-7.9202,2.21947,40,7.11106,Transportation,0
0,71,1,neutron,3.62724,-100,-21.3109,-13.8682,7.11106,Transportation,0
0,71,1,neutron,4.2742,-120,-26.4218,-25.5686,7.11106,Transportation,0
0,70,1,proton,0.635838,-7.6259,2.25968,40.4814,20.2441,hIoni,6.9527
0,70,1,proton,0.639736,-7.80961,2.18907,40.6168,13.1943,hIoni,7.0498
0,70,1,proton,0.643219,-7.93248,2.15245,40.7334,5.90766,hIoni,7.28669
0,70,1,proton,0.645201,-7.96439,2.14549,40.7911,0,hIoni,5.90766
0,69,1,neutron,0.958385,-3.33975,10.4499,56.5634,0,neutronInelastic,0
0,173,69,gamma,6.63404,-3.34913,10.4563,56.5532,0,phot,0.076115
0,174,173,e-,6.63404,-3.34912,10.4563,56.5532,0,eIoni,0.00644002
0,172,69,gamma,0.962136,-2.68981,10.7335,55.6907,0,phot,0.076115
0,175,172,e-,0.962146,-2.68797,10.7338,55.6904,0,eIoni,0.154417
0,171,69,gamma,0.958768,-3.37625,10.365,56.6315,0,phot,0.013422
0,176,171,e-,0.95877,-3.37637,10.3649,56.6314,0,eIoni,0.0400774
0,170,69,gamma,0.965663,-2.04272,10.5305,54.8106,0,phot,0.076115
0,177,170,e-,0.965755,-2.03056,10.5383,54.7894,0.0524264,eBrem,0.294973
0,177,170,e-,0.965758,-2.03076,10.5386,54.7892,0,eIoni,0.0524264
0,178,177,gamma,0.966011,-2.03813,10.6118,54.8102,0,phot,0.076115
0,179,178,e-,0.966051,-2.03606,10.6169,54.8189,0,eIoni,0.479417
0,169,69,gamma,0.958686,-3.35105,10.444,56.6528,0,phot,0.013422
0,180,169,e-,0.958693,-3.35078,10.4434,56.6537,0,eIoni,0.111337
0,168,69,gamma,0.97773,-2.88127,12.4121,62.0017,0.454207,compt,0
0,168,69,gamma,1.01613,-8.22578,5.42385,69.4258,0,phot,0.013422
0,182,168,e-,1.01616,-8.2323,5.4185,69.4291,0,eIoni,0.440785
0,181,168,e-,0.977783,-2.87705,12.4212,62.0116,0,eIoni,0.593586
0,167,69,gamma,1.01242,1.27884,-2.8641,64.5544,1.15974,compt,0
0,167,69,gamma,1.02913,5.30024,-5.8,65.1059,0.619599,compt,0
0,167,69,gamma,1.08863,18.2077,-9.0911,53.2457,0.184213,compt,0
0,167,69,gamma,1.08899,18.1088,-9.07978,53.2911,0,phot,0.013422
0,186,167,e-,1.089,18.1071,-9.0786,53.2919,0,eIoni,0.170791
0,185,167,e-,1.08866,18.2145,-9.09259,53.2403,0,eIoni,0.435386
0,184,167,e-,1.02918,5.30667,-5.80754,65.1131,0,eIoni,0.540144
0,183,167,e-,1.01258,1.27307,-2.89963,64.583,0,eIoni,1.32777
0,166,69,gamma,0.95925,-3.35805,10.6551,56.4057,0,phot,0.076115
0,187,166,e-,0.95959,-3.26457,10.6843,56.4256,0,eIoni,2.22121
0,165,69,neutron,2.94366,-18.2977,3.10049,40,0.733063,Transportation,0
0,165,69,neutron,13.7875,-100,-37.0431,-50.4713,0.733063,Transportation,0
0,165,69,neutron,16.4419,-120,-46.8699,-72.6179,0.733063,Transportation,0
0,164,69,neutron,3.04201,6.57666,8.48316,87.1798,0,neutronInelastic,0
0,192,164,gamma,3.04222,6.60505,8.42896,87.1744,0,phot,0.012828
0,193,192,e-,3.04222,6.60514,8.42891,87.1745,0,eIoni,0.030292
0,191,164,gamma,3.06763,8.55154,1.10512,86.3712,0.510361,compt,0
0,191,164,gamma,3.07772,9.41818,-0.191349,88.9633,0,phot,0.076115
0,195,191,e-,3.07776,9.42275,-0.195101,88.9699,0,eIoni,0.434246
0,194,191,e-,3.06771,8.55481,1.08712,86.3611,0,eIoni,0.778727
0,190,164,gamma,3.07154,0.189689,13.3302,83.4318,0.903957,compt,0
0,190,164,gamma,3.08015,-2.10677,12.8709,82.3438,0.805173,compt,0
0,190,164,gamma,3.09715,-7.059,11.7055,82.0295,0,phot,0.076115
0,198,190,e-,3.09722,-7.07695,11.7,82.0323,0,eIoni,0.729058
0,197,190,e-,3.08016,-2.10683,12.871,82.3429,0,eIoni,0.0987843
0,196,190,e-,3.07163,0.180556,13.3519,83.4247,0,eIoni,0.869991
0,189,164,gamma,3.05961,8.03577,7.6277,82.1819,3.52495,compt,0
0,189,164,gamma,3.06415,8.14559,7.51708,80.8306,1.35734,compt,0
0,189,164,gamma,3.10003,5.93659,0.598829,72.8968,0.305125,compt,0
0,189,164,gamma,3.10024,5.97062,0.64463,72.8725,0,phot,0.076115
0,202,189,e-,3.10025,5.97011,0.647544,72.8708,0,eIoni,0.22901
0,201,189,e-,3.10014,5.92676,0.574618,72.8774,0,eIoni,1.05222
0,200,189,e-,3.06434,8.15769,7.52968,80.7769,0.83194,eBrem,0.150813
0,200,189,e-,3.06443,8.15917,7.53741,80.7553,0,eIoni,0.83194
0,203,200,gamma,3.13112,15.7428,-10.4871,76.4662,0,phot,0.076115
0,204,203,e-,3.13124,15.7654,-10.5076,76.4503,0.478811,eBrem,0.305529
0,204,203,e-,3.13128,15.76,-10.5019,76.4437,0,eIoni,0.478811
0,205,204,gamma,3.15042,11.6179,-7.2051,74.222,0.324396,Rayl,0
0,205,204,gamma,3.15144,11.4334,-7.00235,74.0892,0,phot,0.076115
0,206,205,e-,3.15145,11.4309,-6.99961,74.0881,0,eIoni,0.248281
0,199,189,e-,3.05967,8.04886,7.62181,82.1747,0.192465,eBrem,0.110127
0,199,189,e-,3.05969,8.04952,7.61984,82.1763,0,eIoni,0.192465
0,207,199,gamma,3.07073,4.92932,8.7365,82.2506,0.356593,compt,0
0,207,199,gamma,3.08074,1.95061,8.5804,81.9055,0,phot,0.076115
0,209,207,e-,3.08076,1.94616,8.58104,81.9067,0,eIoni,0.280478
0,208,207,e-,3.07073,4.92931,8.73659,82.2507,0,eIoni,0.0228229
0,188,164,Ir194,3.04201,6.57666,8.48316,87.1798,0,ionIoni,0.00780515
0,163,69,Ir190,6.63399,-3.33975,10.4499,56.5634,0,ionIoni,0.0853722
0,68,1,neutron,0.819772,-6.45888,10.4074,40,9.85667,Transportation,0
0,68,1,neutron,2.91453,3.90135,100,36.5493,9.85667,Transportation,0
0,68,1,neutron,3.38214,6.21409,120,35.7789,9.85667,Transportation,0
0,67,1,neutron,1.95892,7.46549,-12.3604,66.3019,3.27348,hadElastic,0.0451139
0,67,1,neutron,3.07256,-15.7865,-26.5023,60.6449,3.26843,hadElastic,0.00504838
0,67,1,neutron,3.79864,-28.4807,-31.162,48.6,3.23056,hadElastic,0.0378666
0,67,1,neutron,5.30725,-43.6173,-49.0108,77.7839,3.20397,hadElastic,0.0265893
0,67,1,neutron,5.75475,-47.8816,-40.6778,83.6575,3.18978,hadElastic,0.0141937
0,67,1,neutron,5.82339,-47.2707,-39.1015,83.712,0,neutronInelastic,0
0,216,67,gamma,5.83001,-47.7133,-38.2332,81.9829,0.278545,Rayl,0
0,216,67,gamma,5.83555,-48.026,-37.6361,80.4637,0,phot,0.012828
0,217,216,e-,5.83557,-48.0237,-37.635,80.4602,0,eIoni,0.265717
0,215,67,gamma,5.84129,-52.6041,-39.6348,83.4793,0.464376,compt,0
0,215,67,gamma,5.84224,-52.8808,-39.6569,83.5421,0.288586,compt,0
0,215,67,gamma,5.84238,-52.8951,-39.695,83.5295,0,phot,0.076115
0,220,215,e-,5.84239,-52.8939,-39.6974,83.531,0,eIoni,0.212471
0,219,215,e-,5.84225,-52.8825,-39.6558,83.5431,0,eIoni,0.175791
0,218,215,e-,5.84129,-52.6041,-39.6348,83.4792,0,eIoni,0.0154203
0,214,67,gamma,5.82409,-47.1111,-38.9859,83.6381,0.226219,compt,0
0,214,67,gamma,5.8258,-47.203,-39.4463,83.4344,0,phot,0.076115
0,222,214,e-,5.82581,-47.2036,-39.4469,83.4329,0,eIoni,0.150104
0,221,214,e-,5.82413,-47.105,-38.9795,83.6365,0,eIoni,0.438922
0,213,67,gamma,5.83487,-50.4242,-40.3748,83.193,0.647159,compt,0
0,213,67,gamma,5.86316,-58.5701,-40.3448,80.8259,0.585644,compt,0
0,213,67,gamma,5.87649,-62.2541,-38.8576,80.3862,0,phot,0.076115
0,225,213,e-,5.87654,-62.2653,-38.8589,80.3869,0.0508593,eBrem,0.338082
0,225,213,e-,5.87654,-62.2656,-38.859,80.387,0,eIoni,0.0508593
0,226,225,gamma,5.8775,-62.4491,-38.9894,80.5688,0,phot,0.076115
0,227,226,e-,5.87751,-62.4492,-38.9893,80.569,0,eIoni,0.0444732
0,224,213,e-,5.86317,-58.5703,-40.3452,80.8257,0,eIoni,0.0615147
0,223,213,e-,5.83487,-50.4243,-40.3754,83.1931,0,eIoni,0.071923
0,212,67,gamma,5.88477,-53.5107,-55.4008,89.5386,0,conv,0
0,229,212,e+,5.88482,-53.5146,-55.4111,89.5452,0,eIoni,0.431829
0,229,212,e+,5.88482,-53.5146,-55.4111,89.5452,0,annihil,0
0,231,229,gamma,6.0727,-52.7607,-55.2964,89.6095,0.216439,compt,0
0,231,229,gamma,6.07289,-52.7869,-55.285,89.6572,0,phot,0.076115
0,233,231,e-,6.0729,-52.786,-55.2843,89.6584,0,eIoni,0.140324
0,232,231,e-,6.07272,-52.7559,-55.2962,89.6083,0,eIoni,0.29456
0,230,229,gamma,6.07934,-56.2292,-55.8239,89.3137,0.420713,compt,0
0,230,229,gamma,6.10469,-61.3298,-60,85.5344,0.420713,Transportation,0
0,230,229,gamma,6.29685,-100,-91.6609,56.8813,0.420713,Transportation,0
0,230,229,gamma,6.39624,-120,-108.036,42.062,0.420713,Transportation,0
0,234,230,e-,6.07935,-56.2298,-55.8236,89.3142,0,eIoni,0.0902859
0,228,212,e-,5.88547,-53.5847,-55.5945,89.5734,2.82298,eBrem,0.767963
0,228,212,e-,5.88596,-53.5594,-55.4558,89.5415,0.344227,eIoni,2.47875
0,228,212,e-,5.88598,-53.555,-55.4573,89.5457,0,eIoni,0.344227
0,235,228,gamma,5.90603,-52.8099,-49.6616,88.098,0.674573,compt,0
0,235,228,gamma,5.92147,-51.537,-46.0427,85.5048,0.395303,compt,0
0,235,228,gamma,5.92338,-51.1146,-46.1209,85.1293,0,phot,0.076115
0,238,235,e-,5.9234,-51.1118,-46.1219,85.1245,0,eIoni,0.319188
0,237,235,e-,5.92149,-51.5378,-46.0382,85.5039,0,eIoni,0.27927
0,236,235,e-,5.90603,-52.8101,-49.6612,88.0984,0,eIoni,0.0784753
0,211,67,gamma,5.82398,-47.1995,-39.2612,83.731,0.428642,compt,0
0,211,67,gamma,5.85632,-52.7784,-43.0822,90.6784,0.304809,compt,0
0,211,67,gamma,5.8581,-53.0523,-43.5323,90.5948,0,phot,0.076115
0,241,211,e-,5.85811,-53.0526,-43.5353,90.5934,0,eIoni,0.228694
0,240,211,e-,5.85632,-52.7787,-43.0818,90.6796,0,eIoni,0.123834
0,239,211,e-,5.82407,-47.1847,-39.2805,83.7277,0,eIoni,0.868053
0,210,67,Ir194,5.82339,-47.2707,-39.1015,83.712,0,ionIoni,0.0195078
0,66,1,neutron,0.64011,-7.28395,2.18712,40,9.70528,Transportation,0
0,66,1,neutron,5.88401,57.316,-100,-148.844,9.70528,Transportation,0
0,66,1,neutron,6.74917,67.9738,-116.859,-180,9.70528,Transportation,0
0,65,1,proton,0.634519,-7.34104,2.40716,40.4562,9.86645,CoulombScat,5.63625
0,65,1,proton,0.637661,-7.30706,2.40284,40.5873,1.8932,hIoni,7.97325
0,65,1,proton,0.63831,-7.30417,2.40311,40.5993,0,hIoni,1.8932
0,64,1,neutron,0.650636,-7.82576,3.11749,40,12.631,Transportation,0
0,64,1,neutron,3.08214,-63.1846,100,0.594802,12.631,Transportation,0
0,64,1,neutron,3.58408,-74.6127,120,-7.53983,12.631,Transportation,0
0,63,1,neutron,0.810606,-15.7709,5.56421,46.4503,0,neutronInelastic,0
0,249,63,gamma,0.810662,-15.7827,5.56146,46.4622,0,phot,0.076115
0,250,249,e-,0.810664,-15.7828,5.56155,46.4621,0,eIoni,0.0320587
0,248,63,gamma,0.845123,-23.786,11.0212,42.8363,0.283296,compt,0
0,248,63,gamma,0.84778,-23.1254,11.0006,42.3917,0,phot,0.012828
0,252,248,e-,0.8478,-23.1226,11.0032,42.3897,0,eIoni,0.270468
0,251,248,e-,0.845263,-23.8199,11.0405,42.8275,0,eIoni,1.20794
0,247,63,gamma,0.811387,-15.5882,5.70385,46.4059,0,phot,0.076115
0,253,247,e-,0.811396,-15.5888,5.70453,46.4072,0,eIoni,0.137372
0,246,63,gamma,0.912518,-4.40133,20.5757,70.5092,1.26171,compt,0
0,246,63,gamma,0.989491,15.1689,27.9468,80.2654,0.269374,compt,0
0,246,63,gamma,0.990455,15.0163,28.1271,80.0991,0,phot,0.013422
0,256,246,e-,0.990473,15.0135,28.1299,80.099,0,eIoni,0.255952
0,255,246,e-,0.989597,15.1945,27.9518,80.2799,0,eIoni,0.992341
0,254,246,e-,0.912649,-4.40525,20.5943,70.5417,0.343963,eBrem,0.671687
0,254,246,e-,0.912675,-4.39973,20.5952,70.5388,0,eIoni,0.343963
0,257,254,gamma,0.914155,-4.05957,20.6601,70.2591,0,phot,0.076115
0,258,257,e-,0.914159,-4.05926,20.6606,70.2589,0,eIoni,0.0744022
0,245,63,gamma,0.822305,-16.3794,9.01828,46.4175,0,conv,0
0,260,245,e+,0.822403,-16.4027,9.02607,46.4076,0,eIoni,0.705453
0,260,245,e+,0.822403,-16.4027,9.02607,46.4076,0,annihil,0
0,262,260,gamma,0.913654,-19.6605,7.00959,43.2145,0,phot,0.076115
0,263,262,e-,0.913689,-19.6687,7.00663,43.2125,0,eIoni,0.434884
0,261,260,gamma,0.899852,-15.8475,9.36975,46.9518,0.1731,compt,0
0,261,260,gamma,0.900121,-15.8886,9.31633,46.9077,0,phot,0.076115
0,265,261,e-,0.900127,-15.8889,9.31664,46.9069,0,eIoni,0.0969849
0,264,261,e-,0.899878,-15.8436,9.37265,46.9556,0,eIoni,0.337899
0,259,245,e-,0.822369,-16.3747,9.03452,46.4207,0,eIoni,0.681991
0,244,63,neutron,1.58445,-17.7446,15.1674,51.7378,1.06254,hadElastic,0.0223331
0,244,63,neutron,2.66029,-18.2237,2.98349,42.4531,1.05514,hadElastic,0.00739949
0,244,63,neutron,3.09848,-24.1304,1.79697,40.9052,1.05076,hadElastic,0.00438543
0,244,63,neutron,4.72143,-42.0609,-0.103697,55.1701,1.03427,hadElastic,0.0164886
0,244,63,neutron,6.07284,-42.6525,12.4314,40.9118,1.03377,hadElastic,0.000504536
0,244,63,neutron,6.19783,-42.8134,13.9238,40,1.03377,Transportation,0
0,244,63,neutron,13.4067,-52.096,100,-12.5902,1.03377,Transportation,0
0,244,63,neutron,15.0818,-54.2529,120,-24.8097,1.03377,Transportation,0
